DISTRITO,CASILLA,MUNICIPIO,DOMICILIO
4,770C1,DOLORES HIDALGO CIN,"CALLE GUANAJUATO  # 10, ZONA CENTRO, DOLORES HIDALGO, 37800"
4,771B1,DOLORES HIDALGO CIN,"AVENIDA 20 DE NOVIEMBRE  # 2, COLONIA REVOLUCIÓN, DOLORES HIDALGO, 37800"
4,771C1,DOLORES HIDALGO CIN,"AVENIDA 20 DE NOVIEMBRE  # 2, COLONIA REVOLUCIÓN, DOLORES HIDALGO, 37800"
4,772B1,DOLORES HIDALGO CIN,"AVENIDA SUR # 106, DOLORES HIDALGO, 37800"
4,772C1,DOLORES HIDALGO CIN,"AVENIDA SUR # 106, DOLORES HIDALGO, 37800"
4,772C2,DOLORES HIDALGO CIN,"AVENIDA SUR # 106, DOLORES HIDALGO, 37800"
4,772C3,DOLORES HIDALGO CIN,"AVENIDA SUR # 106, DOLORES HIDALGO, 37800"
4,773B1,DOLORES HIDALGO CIN,"AVENIDA SUR SIN NÚMERO, ZONA CENTRO, DOLORES HIDALGO, 37800"
4,773C1,DOLORES HIDALGO CIN,"AVENIDA SUR SIN NÚMERO, ZONA CENTRO, DOLORES HIDALGO, 37800"
4,774B1,DOLORES HIDALGO CIN,"AVENIDA SUR # 1, ZONA CENTRO, DOLORES HIDALGO, 37800"
4,774C1,DOLORES HIDALGO CIN,"AVENIDA SUR # 1, ZONA CENTRO, DOLORES HIDALGO, 37800"
4,774C2,DOLORES HIDALGO CIN,"AVENIDA SUR # 1, ZONA CENTRO, DOLORES HIDALGO, 37800"
4,774C3,DOLORES HIDALGO CIN,"AVENIDA SUR # 1, ZONA CENTRO, DOLORES HIDALGO, 37800"
4,775B1,DOLORES HIDALGO CIN,"PROLONGACIÓN  JOSÈ ALFREDO JIMÉNEZ SIN NÚMERO, COLONIA LOMA BONITA, DOLORES HIDALGO, 37800"
4,775C1,DOLORES HIDALGO CIN,"PROLONGACIÓN  JOSÈ ALFREDO JIMÉNEZ SIN NÚMERO, COLONIA LOMA BONITA, DOLORES HIDALGO, 37800"
4,775C2,DOLORES HIDALGO CIN,"PROLONGACIÓN  JOSÈ ALFREDO JIMÉNEZ SIN NÚMERO, COLONIA LOMA BONITA, DOLORES HIDALGO, 37800"
4,775C3,DOLORES HIDALGO CIN,"PROLONGACIÓN  JOSÈ ALFREDO JIMÉNEZ SIN NÚMERO, COLONIA LOMA BONITA, DOLORES HIDALGO, 37800"
4,775C4,DOLORES HIDALGO CIN,"PROLONGACIÓN  JOSÈ ALFREDO JIMÉNEZ SIN NÚMERO, COLONIA LOMA BONITA, DOLORES HIDALGO, 37800"
4,776B1,DOLORES HIDALGO CIN,"LOCALIDAD LAS YERBAS, DOLORES HIDALGO, 37820"
4,776E1,DOLORES HIDALGO CIN,LOCALIDAD LOS CLAVELES
4,777B1,DOLORES HIDALGO CIN,"LOCALIDAD ADJUNTAS DEL MONTE DEL ORATORÍO, DOLORES HIDALGO, 37800"
4,777C1,DOLORES HIDALGO CIN,"LOCALIDAD ADJUNTAS DEL MONTE DEL ORATORÍO, DOLORES HIDALGO, 37800"
4,778B1,DOLORES HIDALGO CIN,"LOCALIDAD LA CALIFORNIA, DOLORES HIDALGO, 37803"
4,778C1,DOLORES HIDALGO CIN,"LOCALIDAD LA CALIFORNIA, DOLORES HIDALGO, 37803"
4,778C2,DOLORES HIDALGO CIN,"LOCALIDAD LA CALIFORNIA, DOLORES HIDALGO, 37803"
4,779B1,DOLORES HIDALGO CIN,"LOCALIDAD PEÑA PRIETA, DOLORES HIDALGO, 37800"
4,779E1,DOLORES HIDALGO CIN,"LOCALIDAD LOS MANZANOS, DOLORES HIDALGO 37800"
4,780B1,DOLORES HIDALGO CIN,"LOCALIDAD TEPOZÁN 2, DOLORES HIDALGO, 37800"
4,780C1,DOLORES HIDALGO CIN,"LOCALIDAD TEPOZÁN 2, DOLORES HIDALGO, 37800"
4,781B1,DOLORES HIDALGO CIN,"CALLE PRINCIPAL SIN NÚMERO, LOCALIDAD SOLEDAD NUEVA, DOLORES HIDALGO, 37800"
4,781C1,DOLORES HIDALGO CIN,"CALLE PRINCIPAL SIN NÚMERO, LOCALIDAD SOLEDAD NUEVA, DOLORES HIDALGO, 37800"
4,782B1,DOLORES HIDALGO CIN,"LOCALIDAD LA QUEMADITA, DOLORES HIDALGO, 37800"
4,782C1,DOLORES HIDALGO CIN,"LOCALIDAD LA QUEMADITA, DOLORES HIDALGO, 37800"
4,783B1,DOLORES HIDALGO CIN,"AVENIDA FERROCARRIL SIN NÚMERO, LOCALIDAD. EL DELGADILLO, DOLORES HIDALGO, 37800"
4,784B1,DOLORES HIDALGO CIN,"LOCALIDAD PALMA PRIETA, DOLORES HIDALGO, 37800"
4,784C1,DOLORES HIDALGO CIN,"LOCALIDAD PALMA PRIETA, DOLORES HIDALGO, 37800"
4,785B1,DOLORES HIDALGO CIN,"LOCALIDAD MONTELONGO SIN NÚMERO, DOLORES HIDALGO, 37800"
4,785C1,DOLORES HIDALGO CIN,"LOCALIDAD MONTELONGO SIN NÚMERO, DOLORES HIDALGO, 37800"
4,786B1,DOLORES HIDALGO CIN,"LOCALIDAD TRANCAS VIEJAS, DOLORES HIDALGO, 37800"
4,786C1,DOLORES HIDALGO CIN,"LOCALIDAD TRANCAS VIEJAS, DOLORES HIDALGO, 37800"
4,787B1,DOLORES HIDALGO CIN,"LOCALIDAD TRANCAS, DOLORES HIDALGO, 37800"
4,787C1,DOLORES HIDALGO CIN,"LOCALIDAD TRANCAS, DOLORES HIDALGO, 37800"
4,788B1,DOLORES HIDALGO CIN,"CALLE LEONA VICARIO SIN NÚMERO, LOCALIDAD EL CALVARITO, DOLORES HIDALGO, 37800"
4,789B1,DOLORES HIDALGO CIN,"CALLE MIGUEL HIDALGO SIN NÚMERO, LOCALIDAD LA CEJA DE SAN AGUSTÍN, DOLORES HIDALGO, 37800"
4,790B1,DOLORES HIDALGO CIN,"LOCALIDAD SAN JOSÉ DE LAGUNILLAS, DOLORES HIDALGO, 37800"
4,790C1,DOLORES HIDALGO CIN,"LOCALIDAD SAN JOSÉ DE LAGUNILLAS, DOLORES HIDALGO, 37800"
4,790C2,DOLORES HIDALGO CIN,"LOCALIDAD SAN JOSÉ DE LAGUNILLAS, DOLORES HIDALGO, 37800"
4,791B1,DOLORES HIDALGO CIN,"LOCALIDAD TERREROS DE LA SABANA, DOLORES HIDALGO, 37800"
4,791C1,DOLORES HIDALGO CIN,"LOCALIDAD TERREROS DE LA SABANA, DOLORES HIDALGO, 37800"
4,792B1,DOLORES HIDALGO CIN,"FRANCISCO I. MADERO SIN NÚMERO, LOCALIDAD EL CARMEN, DOLORES HIDALGO, 37800"
4,792C1,DOLORES HIDALGO CIN,"FRANCISCO I. MADERO SIN NÚMERO, LOCALIDAD EL CARMEN, DOLORES HIDALGO, 37800"
4,792C2,DOLORES HIDALGO CIN,"FRANCISCO I. MADERO SIN NÚMERO, LOCALIDAD EL CARMEN, DOLORES HIDALGO, 37800"
4,793B1,DOLORES HIDALGO CIN,"CALLE ABASOLO SIN NÚMERO, LOCALIDAD RÍO LAJA, DOLORES HIDALGO, 37810"
4,793C1,DOLORES HIDALGO CIN,"CALLE ABASOLO SIN NÚMERO, LOCALIDAD RÍO LAJA, DOLORES HIDALGO, 37810"
4,793C2,DOLORES HIDALGO CIN,"CALLE ABASOLO SIN NÚMERO, LOCALIDAD RÍO LAJA, DOLORES HIDALGO, 37810"
4,794B1,DOLORES HIDALGO CIN,"LOCALIDAD PRESA DEL GALLINERO, DOLORES HIDALGO, 37800"
4,794C1,DOLORES HIDALGO CIN,"LOCALIDAD PRESA DEL GALLINERO, DOLORES HIDALGO, 37800"
4,795B1,DOLORES HIDALGO CIN,"CALLE NIÑOS HÉROES SIN NÚMERO, LOCALIDAD REFUGIO DE TRANCAS, DOLORES HIDALGO, 37800"
4,795E1,DOLORES HIDALGO CIN,"CALLE HIDALGO # 1, LOCALIDAD ESTANCIA DE ZAMARRIPA, DOLORES HIDALGO, 37800"
4,796B1,DOLORES HIDALGO CIN,"CALLE PRINCIPAL, LOCALIDAD. EL GALLINERO, DOLORES HIDALGO, 37800"
4,796C1,DOLORES HIDALGO CIN,"CALLE PRINCIPAL, LOCALIDAD. EL GALLINERO, DOLORES HIDALGO, 37800"
4,797B1,DOLORES HIDALGO CIN,"LOCALIDAD SAN JOSÉ DE BADILLO, DOLORES HIDALGO, 37800"
4,797C1,DOLORES HIDALGO CIN,"LOCALIDAD SAN JOSÉ DE BADILLO, DOLORES HIDALGO, 37800"
4,797E1,DOLORES HIDALGO CIN,"CALLE ERMITA SIN NÚMERO LOCALIDAD DON SEBASTIÁN,DOLORES HIDALGO, 37800"
4,797E2,DOLORES HIDALGO CIN,"CALLE SALINAS SIN NÚMERO, LOCALIDAD BADILLO DE GUADALUPE, DOLORES HIDALGO, 37800"
4,798B1,DOLORES HIDALGO CIN,"AVENIDA SAN ISIDRO SIN NÚMERO, LOCALIDAD LA SABANA, DOLORES HIDALGO, 37800"
4,798E1,DOLORES HIDALGO CIN,"AVENIDA INDEPENDENCIA SIN NÚMERO, LOCALIDAD LA ESTACADA, DOLORES HIDALGO"
4,799B1,DOLORES HIDALGO CIN,"LOCALIDAD LOS HERNÁNDEZ, DOLORES HIDALGO, 37800"
4,800B1,DOLORES HIDALGO CIN,"LOCALIDAD LOS QUIOTES, DOLORES HIDALGO, 37800"
4,800C1,DOLORES HIDALGO CIN,"LOCALIDAD LOS QUIOTES, DOLORES HIDALGO, 37800"
4,801B1,DOLORES HIDALGO CIN,"LOCALIDAD COECILLO, DOLORES HIDALGO, 37800"
4,801E1,DOLORES HIDALGO CIN,"CALLE ERMENEGILDO GALEANA, LOCALIDAD LA CANTERA, DOLORES HIDALGO, 37800"
4,801E2,DOLORES HIDALGO CIN,"PLAZA MARIANO ABASOLO, LOCALIDAD LA PALMILLA, DOLORES HIDALGO"
4,802B1,DOLORES HIDALGO CIN,"AVENIDA DEL TRÁNSITO # 57, LOCALIDAD CERRITO DE SAN PABLO, DOLORES HIDALGO, 37800"
4,802C1,DOLORES HIDALGO CIN,"AVENIDA DEL TRÁNSITO # 57, LOCALIDAD CERRITO DE SAN PABLO, DOLORES HIDALGO, 37800"
4,802C2,DOLORES HIDALGO CIN,"AVENIDA DEL TRÁNSITO # 57, LOCALIDAD CERRITO DE SAN PABLO, DOLORES HIDALGO, 37800"
4,803B1,DOLORES HIDALGO CIN,"LOCALIDAD JAMAICA, DOLORES HIDALGO, 37800"
4,803C1,DOLORES HIDALGO CIN,"LOCALIDAD JAMAICA, DOLORES HIDALGO, 37800"
4,803E1,DOLORES HIDALGO CIN,"AVENIDA DEL ESTUDIANTE # 1, LA GRULLA DE ABAJO, DOLORES HIDALGO"
4,804B1,DOLORES HIDALGO CIN,"BENITO JUÀREZ SIN NÚMERO, LOCALIDAD SAN GABRIEL, DOLORES HIDALGO,   37800"
4,804C1,DOLORES HIDALGO CIN,"BENITO JUÀREZ SIN NÚMERO, LOCALIDAD SAN GABRIEL, DOLORES HIDALGO,   37800"
4,804E1,DOLORES HIDALGO CIN,"LOCALIDAD SANTA CLARA, DOLORES HIDALGO, 37800"
4,805B1,DOLORES HIDALGO CIN,"LOCALIDAD EL LLANITO, DOLORES HIDALGO, 37800"
4,805C1,DOLORES HIDALGO CIN,"LOCALIDAD EL LLANITO, DOLORES HIDALGO, 37800"
4,805C2,DOLORES HIDALGO CIN,"LOCALIDAD EL LLANITO, DOLORES HIDALGO, 37800"
4,806B1,DOLORES HIDALGO CIN,"LOCALIDAD EL CAPULÍN, DOLORES HIDALGO, 37800"
4,806C1,DOLORES HIDALGO CIN,"LOCALIDAD EL CAPULÍN, DOLORES HIDALGO, 37800"
4,807B1,DOLORES HIDALGO CIN,"LOCALIDAD SAN ISIDRO DE LA ESTACADA, DOLORES HIDALGO, 37800"
4,807C1,DOLORES HIDALGO CIN,"LOCALIDAD SAN ISIDRO DE LA ESTACADA, DOLORES HIDALGO, 37800"
4,807E1,DOLORES HIDALGO CIN,"LOCALIDAD LA CRUZ DEL MECO, DOLORES HIDALGO"
4,808B1,DOLORES HIDALGO CIN,"LIBERTAD SIN NÚMERO, LOCALIDAD LA VENTA, DOLORES HIDALGO, 37800"
4,808C1,DOLORES HIDALGO CIN,"LIBERTAD SIN NÚMERO, LOCALIDAD LA VENTA, DOLORES HIDALGO, 37800"
4,808E1,DOLORES HIDALGO CIN,"LOCALIDAD TEQUISQUIAPAN, DOLORES HIDALGO, GUANAJUATO, 37800"
4,808E1,DOLORES HIDALGO CIN,"LOCALIDAD TEQUISQUIAPAN, DOLORES HIDALGO, GUANAJUATO, 37800"
4,809B1,DOLORES HIDALGO CIN,"ENCINO SIN NÚMERO, LOCALIDAD ADJUNTAS DEL RÍO, DOLORES HIDALGO, 37800"
4,809C1,DOLORES HIDALGO CIN,"ENCINO SIN NÚMERO, LOCALIDAD ADJUNTAS DEL RÍO, DOLORES HIDALGO, 37800"
4,809E1,DOLORES HIDALGO CIN,"LOCALIDAD RINCONADAS DE ADJUNTAS DEL RÍO, DOLORES HIDALGO"
4,810B1,DOLORES HIDALGO CIN,"DE LAS ESCUELAS SIN NÚMERO, LOCALIDAD LA ERRE, DOLORES HIDALGO, 37800"
4,810C1,DOLORES HIDALGO CIN,"DE LAS ESCUELAS SIN NÚMERO, LOCALIDAD LA ERRE, DOLORES HIDALGO, 37800"
4,811B1,DOLORES HIDALGO CIN,"MANUEL ALTAMIRANO SIN NÚMERO, LOCALIDAD SAN JOSÉ DE LA PALMA, DOLORES HIDALGO, 37800"
4,811C1,DOLORES HIDALGO CIN,"MANUEL ALTAMIRANO SIN NÚMERO, LOCALIDAD SAN JOSÉ DE LA PALMA, DOLORES HIDALGO, 37800"
4,811C2,DOLORES HIDALGO CIN,"MANUEL ALTAMIRANO SIN NÚMERO, LOCALIDAD SAN JOSÉ DE LA PALMA, DOLORES HIDALGO, 37800"
4,812B1,DOLORES HIDALGO CIN,"LOCALIDAD LOS LÒPEZ DE ABAJO, DOLORES HIDALGO, 37800"
4,813B1,DOLORES HIDALGO CIN,"CALLE MOISES BARAJAS SIN NÚMERO, LOCALIDAD SAN ANTÓN DE LAS MINAS, DOLORES HIDALGO, 37800"
4,813C1,DOLORES HIDALGO CIN,"CALLE MOISES BARAJAS SIN NÚMERO, LOCALIDAD SAN ANTÓN DE LAS MINAS, DOLORES HIDALGO, 37800"
4,813E1,DOLORES HIDALGO CIN,"VICENTE GUERRERO SIN NÚMERO, LOCALIDAD EL DERRAMADERO, DOLORES HIDALGO, 37800"
4,814B1,DOLORES HIDALGO CIN,"LOCALIDAD SANTA LUCÍA, DOLORES HIDALGO, 37800"
4,815B1,DOLORES HIDALGO CIN,"AVENIDA SANTA CRUZ SIN NÚMERO, LOCALIDAD CASAS VIEJAS, DOLORES HIDALGO, 37800"
4,815C1,DOLORES HIDALGO CIN,"AVENIDA SANTA CRUZ SIN NÚMERO, LOCALIDAD CASAS VIEJAS, DOLORES HIDALGO, 37800"
4,816B1,DOLORES HIDALGO CIN,"SANTA BARBARA SIN NÚMERO, LOCALIDAD SANTA BARBARA, DOLORES HIDALGO, 37800"
4,816E1,DOLORES HIDALGO CIN,"LOCALIDAD SAN VICENTE, DOLORES HIDALGO, 37800"
4,817B1,DOLORES HIDALGO CIN,"LOCALIDAD SAN MARCOS DE ABAJO, DOLORES HIDALGO, 37800"
4,817C1,DOLORES HIDALGO CIN,"LOCALIDAD SAN MARCOS DE ABAJO, DOLORES HIDALGO, 37800"
4,818B1,DOLORES HIDALGO CIN,"EMILIANO ZAPATA SIN NÚMERO, LOCALIDAD EL SAUCILLO, DOLORES HIDALGO, 37800"
4,818C1,DOLORES HIDALGO CIN,"EMILIANO ZAPATA SIN NÚMERO, LOCALIDAD EL SAUCILLO, DOLORES HIDALGO, 37800"
4,819B1,DOLORES HIDALGO CIN,"LOCALIDAD XOCONOXTLE DEL REMATALO, DOLORES HIDALGO, 37800"
4,820B1,DOLORES HIDALGO CIN,"LOCALIDAD SAN JUÁN DEL ESTAÑO, DOLORES HIDALGO, 37800"
4,820C1,DOLORES HIDALGO CIN,"LOCALIDAD SAN JUÁN DEL ESTAÑO, DOLORES HIDALGO, 37800"
4,821B1,DOLORES HIDALGO CIN,"CALLE CUAHUTEMOC # 5, LOCALIDAD XOCONOXTLE EL GRANDE, DOLORES HIDALGO, 37830"
4,821C1,DOLORES HIDALGO CIN,"CALLE CUAHUTEMOC # 5, LOCALIDAD XOCONOXTLE EL GRANDE, DOLORES HIDALGO, 37830"
4,822B1,DOLORES HIDALGO CIN,"LOCALIDAD SAN MARTÍN DE TERREROS, DOLORES HIDALGO, 37800"
4,822C1,DOLORES HIDALGO CIN,"LOCALIDAD SAN MARTÍN DE TERREROS, DOLORES HIDALGO, 37800"
4,823B1,GUANAJUATO,"PIPILA SIN NÚMERO, SAN JAVIER, GUANAJUATO, 36020"
4,823C1,GUANAJUATO,"PIPILA SIN NÚMERO, SAN JAVIER, GUANAJUATO, 36020"
4,824B1,GUANAJUATO,"SAN CLEMENTE # 3 COLONIA SAN CLEMENTE, GUANAJUATO 36000"
4,824C1,GUANAJUATO,"SAN CLEMENTE # 3 COLONIA SAN CLEMENTE, GUANAJUATO 36000"
4,825B1,GUANAJUATO,"EX-CONVENTO DE VALENCIANA SIN NÚMERO, VALENCIANA, GUANAJUATO, 36020"
4,825C1,GUANAJUATO,"EX-CONVENTO DE VALENCIANA SIN NÚMERO, VALENCIANA, GUANAJUATO, 36020"
4,826B1,GUANAJUATO,"SAN LUISITO # 20, GUANAJUATO, 36010"
4,826C1,GUANAJUATO,"SAN LUISITO # 20, GUANAJUATO, 36010"
4,827B1,GUANAJUATO,"PLAZUELA DE CATA # 1, GUANAJUATO, 36060"
4,827C1,GUANAJUATO,"PLAZUELA DE CATA # 1, GUANAJUATO, 36060"
4,828B1,GUANAJUATO,"SUBIDA DE MELLADO SIN NÚMERO, GUANAJUATO, 36010"
4,828C1,GUANAJUATO,"SUBIDA DE MELLADO SIN NÚMERO, GUANAJUATO, 36010"
4,828C2,GUANAJUATO,"SUBIDA DE MELLADO SIN NÚMERO, GUANAJUATO, 36010"
4,829B1,GUANAJUATO,"SEPULTURA # 57, COLONIA CALZADA DE GUADALUPE, GUANAJUATO, 36000"
4,829C1,GUANAJUATO,"SEPULTURA # 57, COLONIA CALZADA DE GUADALUPE, GUANAJUATO, 36000"
4,830B1,GUANAJUATO,"CALZADA DE GUADALUPE # 84, GUANAJUATO, 36000"
4,830C1,GUANAJUATO,"CALZADA DE GUADALUPE # 84, GUANAJUATO, 36000"
4,831B1,GUANAJUATO,"SAN CLEMENTE SIN NÚMERO, GUANAJUATO, 36000"
4,831C1,GUANAJUATO,"SAN CLEMENTE SIN NÚMERO, GUANAJUATO, 36000"
4,832B1,GUANAJUATO,"GALARZA # 103, GUANAJUATO, 36000"
4,832C1,GUANAJUATO,"GALARZA # 103, GUANAJUATO, 36000"
4,833B1,GUANAJUATO,"ALHÓNDIGA # 4, CENTRO, GUANAJUATO, 36000"
4,833C1,GUANAJUATO,"ALHÓNDIGA # 4, CENTRO, GUANAJUATO, 36000"
4,834B1,GUANAJUATO,"ALHÓNDIGA ESQUINA CON INSURGENCIA SIN NÚMERO,GUANAJUATO 36000"
4,834C1,GUANAJUATO,"ALHÓNDIGA ESQUINA CON INSURGENCIA SIN NÚMERO,GUANAJUATO 36000"
4,835B1,GUANAJUATO,"ALHÓNDIGA # 41-A, ZONA CENTRO, GUANAJUATO, 36000"
4,835C1,GUANAJUATO,"ALHÓNDIGA # 41-A, ZONA CENTRO, GUANAJUATO, 36000"
4,836B1,GUANAJUATO,"CAMINO MINERO SIN NÚMERO, MARAVILLAS, GUANAJUATO, 36030"
4,836C1,GUANAJUATO,"CAMINO MINERO SIN NÚMERO, MARAVILLAS, GUANAJUATO, 36030"
4,836C2,GUANAJUATO,"CAMINO MINERO SIN NÚMERO, MARAVILLAS, GUANAJUATO, 36030"
4,837B1,GUANAJUATO,"CAMINO MINERO # 28, GUANAJUATO, 36030"
4,837C1,GUANAJUATO,"CAMINO MINERO # 28, GUANAJUATO, 36030"
4,838B1,GUANAJUATO,"CAMINO CARRETERO 18 BIS, COLONIA CARRIZO, GUANAJUATO, 36030"
4,838C1,GUANAJUATO,"CAMINO CARRETERO 18 BIS, COLONIA CARRIZO, GUANAJUATO, 36030"
4,839B1,GUANAJUATO,"AVENIDA JUÁREZ SIN NÚMERO, GUANAJUATO, 36000"
4,840B1,GUANAJUATO,"JUÁREZ # 77, GUANAJUATO, 36000"
4,841B1,GUANAJUATO,"CALLEJÓN DE MULAS # 1, CENTRO, GUANAJUATO, 36000"
4,841C1,GUANAJUATO,"CALLEJÓN DE MULAS # 1, CENTRO, GUANAJUATO, 36000"
4,842B1,GUANAJUATO,"CAMINO ANTIGUO A RAYAS # 8, CERRO DEL CUARTO, GUANAJUATO, 36000"
4,842C1,GUANAJUATO,"CAMINO ANTIGUO A RAYAS # 8, CERRO DEL CUARTO, GUANAJUATO, 36000"
4,843B1,GUANAJUATO,"CÁNDIDO NAVARRO # 12, GUANAJUATO, 36000"
4,844B1,GUANAJUATO,"ALAMEDA SIN NÚMERO, GUANAJUATO, 36000"
4,844C1,GUANAJUATO,"ALAMEDA SIN NÚMERO, GUANAJUATO, 36000"
4,845B1,GUANAJUATO,"CALLEJÓN DE LA MULA # 1, PASTITA, GUANAJUATO, 36000"
4,845C1,GUANAJUATO,"CALLEJÓN DE LA MULA # 1, PASTITA, GUANAJUATO, 36000"
4,846B1,GUANAJUATO,"PASTITA # 116, COLONIA PAXTITLÁN, GUANAJUATO, 36000"
4,846C1,GUANAJUATO,"PASTITA # 116, COLONIA PAXTITLÁN, GUANAJUATO, 36000"
4,847B1,GUANAJUATO,"ALLENDE SIN NÚMERO, CENTRO, GUANAJUATO, 36000"
4,847C1,GUANAJUATO,"ALLENDE SIN NÚMERO, CENTRO, GUANAJUATO, 36000"
4,848B1,GUANAJUATO,"CONSTANCIA # 1, GUANAJUATO, 36000"
4,849B1,GUANAJUATO,JUÁREZ # 110 CENTRO GUANAJUATO 36000
4,850B1,GUANAJUATO,"CUATRO VIENTOS # 62 ALTOS, CENTRO, GUANAJUATO, 36000"
4,850C1,GUANAJUATO,"CUATRO VIENTOS # 62 BAJOS, CENTRO, GUANAJUATO, 36000"
4,851B1,GUANAJUATO,"PARDO # 5, COLONIA CENTRO, GUANAJUATO, 36000"
4,851C1,GUANAJUATO,"PARDO # 5, COLONIA CENTRO, GUANAJUATO, 36000"
4,852B1,GUANAJUATO,"CAMINO CARRETERO # 12-A, COLONIA CARRIZO, GUANAJUATO, 36000"
4,852C1,GUANAJUATO,"CAMINO CARRETERO # 12-A, COLONIA CARRIZO, GUANAJUATO, 36000"
4,853B1,GUANAJUATO,"CERRO TROZADO # 34, GUANAJUATO, 36040"
4,853C1,GUANAJUATO,"CERRO TROZADO # 34, GUANAJUATO, 36040"
4,853C2,GUANAJUATO,"CERRO TROZADO # 34, GUANAJUATO, 36040"
4,853C3,GUANAJUATO,"CERRO TROZADO # 34, GUANAJUATO, 36040"
4,853C4,GUANAJUATO,"CERRO TROZADO # 34, GUANAJUATO, 36040"
4,853C5,GUANAJUATO,"CERRO TROZADO # 34, GUANAJUATO, 36040"
4,854B1,GUANAJUATO,"LOMA DE LA GUITARRA # 8, GUANAJUATO, 36040"
4,854C1,GUANAJUATO,"LOMA DE LA GUITARRA # 8, GUANAJUATO, 36040"
4,854C2,GUANAJUATO,"LOMA DE LA GUITARRA # 8, GUANAJUATO, 36040"
4,855B1,GUANAJUATO,"ESTACIÓN DEL FERROCARRIL, GUANAJUATO, 36000"
4,855C1,GUANAJUATO,"ESTACIÓN DEL FERROCARRIL, GUANAJUATO, 36000"
4,856B1,GUANAJUATO,"PLAZA HIDALGO # 1, GUANAJUATO, 36800"
4,857B1,GUANAJUATO,"MUNICIPIO LIBRE SIN NÚMERO, GUANAJUATO, 36080"
4,857C1,GUANAJUATO,"MUNICIPIO LIBRE SIN NÚMERO, GUANAJUATO, 36080"
4,858B1,GUANAJUATO,"SAN CRISTOBAL # 5-A, BARRIO DE LA BOLA, GUANAJUATO, 36080"
4,858C1,GUANAJUATO,"VENADO # 5, BARRIO DE LA BOLA, GUANAJUATO, 36000"
4,859B1,GUANAJUATO,"PLAZA MEXIAMORA SIN NÚMERO, GUANAJUATO, 36000"
4,860B1,GUANAJUATO,"PLAZA ALLENDE SIN NÚMERO, GUANAJUATO, 36000"
4,861B1,GUANAJUATO,"PRIVADA DEL CHAN SIN NÚMERO INTERIOR 2, GUANAJUATO, 36000"
4,861C1,GUANAJUATO,"PRIVADA DEL CHAN SIN NÚMERO INTERIOR 2, GUANAJUATO, 36000"
4,862B1,GUANAJUATO,"SÓSTENES ROCHA # 33, GUANAJUATO, 36000"
4,862C1,GUANAJUATO,"SÓSTENES ROCHA # 33, GUANAJUATO, 36000"
4,863B1,GUANAJUATO,"MANUEL DOBLADO # 1, GUANAJUATO, 36000"
4,863C1,GUANAJUATO,"POTRERO # 5, CENTRO, GUANAJUATO, 36000"
4,864B1,GUANAJUATO,"SOPEÑA SIN NÚMERO, ZONA CENTRO, GUANAJUATO, 36000"
4,864C1,GUANAJUATO,"SOPEÑA SIN NÚMERO, ZONA CENTRO, GUANAJUATO, 36000"
4,865B1,GUANAJUATO,"PRESA DE ROCHA # 6 INTERIOR 2, COLONIA PUEBLITO DE ROCHA, GUANAJUATO, 36040"
4,865C1,GUANAJUATO,"PRESA DE ROCHA # 6 INTERIOR 2, COLONIA PUEBLITO DE ROCHA, GUANAJUATO, 36040"
4,866B1,GUANAJUATO,"CARRETERA GUANAJUATO-MARFIL KILÓMETRO 2.5, GUANAJUATO, 36250"
4,866C1,GUANAJUATO,"CARRETERA GUANAJUATO-MARFIL KILÓMETRO 2.5, GUANAJUATO, 36250"
4,866C2,GUANAJUATO,"CARRETERA GUANAJUATO-MARFIL KILÓMETRO 2.5, GUANAJUATO, 36250"
4,867B1,GUANAJUATO,"SECCIÓN 6 EDIFICIO 29-A, COLONIA NORIA ALTA, GUANAJUATO, 36050"
4,867C1,GUANAJUATO,"SECCIÓN 6 EDIFICIO 29-A, COLONIA NORIA ALTA, GUANAJUATO, 36050"
4,868B1,GUANAJUATO,"PASTITA SIN NÚMERO, GUANAJUATO, 36090"
4,869B1,GUANAJUATO,"PASTITA # 156, GUANAJUATO, 36090"
4,869C1,GUANAJUATO,"PASTITA # 156, GUANAJUATO, 36090"
4,870B1,GUANAJUATO,"PROLONGACIÓN PUERTA FALSA # 25, CERRO DE LOS LEONES, GUANAJUATO,  36000"
4,870C1,GUANAJUATO,"PROLONGACIÓN PUERTA FALSA # 25, CERRO DE LOS LEONES, GUANAJUATO,  36000"
4,871B1,GUANAJUATO,"PASEO DE LA PRESA #152, GUANAJUATO, 36000"
4,871C1,GUANAJUATO,"PASEO DE LA PRESA #152, GUANAJUATO, 36000"
4,872B1,GUANAJUATO,"PASEO DE LA PRESA # 89-A, GUANAJUATO, 36000"
4,872C1,GUANAJUATO,"PASEO DE LA PRESA # 89-A, GUANAJUATO, 36000"
4,873B1,GUANAJUATO,"PASEO DE LA PRESA # 56, GUANAJUATO, 36000"
4,873C1,GUANAJUATO,"PASEO DE LA PRESA # 56, GUANAJUATO, 36000"
4,873C2,GUANAJUATO,"PASEO DE LA PRESA # 56, GUANAJUATO, 36000"
4,874B1,GUANAJUATO,"MINERAL DE VALENCIANA # 20, COLONIA MARFIL, GUANAJUATO, 36250"
4,874C1,GUANAJUATO,"MINERAL DE VALENCIANA # 20, COLONIA MARFIL, GUANAJUATO, 36250"
