DISTRITO,CASILLA,MUNICIPIO,DOMICILIO
7,2692C2,SILAO,"CALLE 5 DE MAYO, SIN NÚMERO, LOCALIDAD CHICHIMEQUILLAS, SILAO, GUANAJUATO, 36270"
7,2693B1,SILAO,"CALLE GOLONDRINAS, SIN NÚMERO, LOCALIDAD TUNA MANSA, SILAO, GUANAJUATO, 36273"
7,2693C1,SILAO,"CALLE GOLONDRINAS, SIN NÚMERO, LOCALIDAD TUNA MANSA, SILAO, GUANAJUATO, 36273"
7,2694B1,SILAO,"CALLE SIN NOMBRE, SIN NÚMERO, LOCALIDAD NÁPOLES, SILAO, GUANAJUATO, 36270"
7,2694C1,SILAO,"CALLE SIN NOMBRE, SIN NÚMERO, LOCALIDAD NÁPOLES, SILAO, GUANAJUATO, 36270"
7,2694C2,SILAO,"CALLE SIN NOMBRE, SIN NÚMERO, LOCALIDAD NÁPOLES, SILAO, GUANAJUATO, 36270"
7,2694C3,SILAO,"CALLE SIN NOMBRE, SIN NÚMERO, LOCALIDAD NÁPOLES, SILAO, GUANAJUATO, 36270"
7,2695B1,SILAO,"CALLE CAMINO REAL, SIN NÚMERO, LOCALIDAD REFUGIO DE LOS SAUCES, SILAO, GUANAJUATO, 36275"
7,2695C1,SILAO,"CALLE CAMINO REAL, SIN NÚMERO, LOCALIDAD REFUGIO DE LOS SAUCES, SILAO, GUANAJUATO, 36275"
7,2695C2,SILAO,"CALLE CAMINO REAL, SIN NÚMERO, LOCALIDAD REFUGIO DE LOS SAUCES, SILAO, GUANAJUATO, 36275"
7,2696B1,SILAO,"CALLE PRINCIPAL, SIN NÚMERO, LOCALIDAD MEZQUITE DE SOTELO, SILAO, GUANAJUATO, 36270"
7,2696C1,SILAO,"CALLE PRINCIPAL, SIN NÚMERO, LOCALIDAD MEZQUITE DE SOTELO, SILAO, GUANAJUATO, 36270"
7,2697B1,SILAO,"CALLE RÍO BRAVO, SIN NÚMERO, LOCALIDAD JACINTOS, SILAO, GUANAJUATO, 36270"
7,2698B1,SILAO,"CALLE FRANCISCO I. MADERO, SIN NÚMERO, LOCALIDAD PABILEROS, SILAO, GUANAJUATO, 36290"
7,2698E1,SILAO,"CALLE PRESIDENTES, SIN NÚMERO, LOCALIDAD VILLA DE GUADALUPE, SILAO, GUANAJUATO, 36270"
7,2699B1,SILAO,"CALLE CAMINO A SANTA CECILIA, SIN NÚMERO, LOCALIDAD COLONIA EMILIANO ZAPATA, SILAO, GUANAJUATO, 36270"
7,2699C1,SILAO,"CALLE CAMINO A SANTA CECILIA, SIN NÚMERO, LOCALIDAD COLONIA EMILIANO ZAPATA, SILAO, GUANAJUATO, 36270"
7,2699E1,SILAO,"CALLE SIN NOMBRE, SIN NÚMERO, LOCALIDAD SAN AGUSTÍN, SILAO, GUANAJUATO, 36270"
7,2699E1,SILAO,"CALLE SIN NOMBRE, SIN NÚMERO, LOCALIDAD SAN AGUSTÍN, SILAO, GUANAJUATO, 36270"
7,2700B1,SILAO,"CALLE NUEVO MÉXICO, SIN NÚMERO, LOCALIDAD COLONIA NUEVO MÉXICO, SILAO, GUANAJUATO, 36270"
7,2700C1,SILAO,"CALLE NUEVO MÉXICO, SIN NÚMERO, LOCALIDAD COLONIA NUEVO MÉXICO, SILAO, GUANAJUATO, 36270"
7,2700C2,SILAO,"CALLE NUEVO MÉXICO, SIN NÚMERO, LOCALIDAD COLONIA NUEVO MÉXICO, SILAO, GUANAJUATO, 36270"
7,2700C3,SILAO,"CALLE NUEVO MÉXICO, SIN NÚMERO, LOCALIDAD COLONIA NUEVO MÉXICO, SILAO, GUANAJUATO, 36270"
7,2701B1,SILAO,"CALLE GIRASOLES,13, LOCALIDAD LOZA DE BARRERA, SILAO, GUANAJUATO, 36270"
7,2701C1,SILAO,"CALLE GIRASOLES,13, LOCALIDAD LOZA DE BARRERA, SILAO, GUANAJUATO, 36270"
7,2702B1,SILAO,"CALLE LÁZARO CÁRDENAS, SIN NÚMERO,  LOCALIDAD SAN MIGUEL DEL ARENAL, SILAO, GUANAJUATO, 36275"
7,2702C1,SILAO,"CALLE LÁZARO CÁRDENAS, SIN NÚMERO,  LOCALIDAD SAN MIGUEL DEL ARENAL, SILAO, GUANAJUATO, 36275"
7,2702C2,SILAO,"CALLE LÁZARO CÁRDENAS, SIN NÚMERO,  LOCALIDAD SAN MIGUEL DEL ARENAL, SILAO, GUANAJUATO, 36275"
7,2703B1,SILAO,"CALLE MADERO, NORTE, SIN NÚMERO,  LOCALIDAD EL COECILLO, SILAO, GUANAJUATO, 36270"
7,2703C1,SILAO,"CALLE MADERO, NORTE, SIN NÚMERO,  LOCALIDAD EL COECILLO, SILAO, GUANAJUATO, 36270"
7,2703C2,SILAO,"CALLE MADERO, NORTE, SIN NÚMERO,  LOCALIDAD EL COECILLO, SILAO, GUANAJUATO, 36270"
7,2704B1,SILAO,"CALLE ANTONIO FUNES RAMÍREZ, 8, LOCALIDAD EL COECILLO, SILAO, GUANAJUATO, 36270"
7,2704C1,SILAO,"CALLE ANTONIO FUNES RAMÍREZ, 8, LOCALIDAD EL COECILLO, SILAO, GUANAJUATO, 36270"
7,2705B1,SILAO,"CALLE HIDALGO, SIN NÚMERO, LOCALIDAD RANCHO SECO, SILAO, GUANAJUATO, 36290"
7,2705C1,SILAO,"CALLE HIDALGO, SIN NÚMERO, LOCALIDAD RANCHO SECO, SILAO, GUANAJUATO, 36290"
7,2705C2,SILAO,"CALLE HIDALGO, SIN NÚMERO, LOCALIDAD RANCHO SECO, SILAO, GUANAJUATO, 36290"
7,2706B1,SILAO,"AVENIDA DEL CUBILETE,  SIN NÚMERO,  LOCALIDAD AGUAS BUENAS, SILAO, GUANAJUATO, 36270"
7,2706C1,SILAO,"AVENIDA DEL CUBILETE,  SIN NÚMERO,  LOCALIDAD AGUAS BUENAS, SILAO, GUANAJUATO, 36270"
7,2707B1,SILAO,"CARRETERA LIBRE SILAO, GUANAJUATO, SIN NÚMERO, LOCALIDAD EL CAPULÍN DE LA CUESTA, SILAO, GUANAJUATO, 36292"
7,2707C1,SILAO,"CARRETERA LIBRE SILAO, GUANAJUATO, SIN NÚMERO, LOCALIDAD EL CAPULÍN DE LA CUESTA, SILAO, GUANAJUATO, 36292"
7,2708B1,SILAO,"CALLE SIN NOMBRE, SIN NÚMERO, LOCALIDAD SAN JERÓNIMO, SILAO, GUANAJUATO, 36281"
7,2709B1,SILAO,"AVENIDA MIGUEL HIDALGO, SIN NÚMERO, LOCALIDAD BAJÍO DE BONILLAS, SILAO, GUANAJUATO, 36281"
7,2709C1,SILAO,"AVENIDA MIGUEL HIDALGO, SIN NÚMERO, LOCALIDAD BAJÍO DE BONILLAS, SILAO, GUANAJUATO, 36281"
7,2709C2,SILAO,"AVENIDA MIGUEL HIDALGO, SIN NÚMERO, LOCALIDAD BAJÍO DE BONILLAS, SILAO, GUANAJUATO, 36281"
7,2709C3,SILAO,"AVENIDA MIGUEL HIDALGO, SIN NÚMERO, LOCALIDAD BAJÍO DE BONILLAS, SILAO, GUANAJUATO, 36281"
7,2710B1,SILAO,"CALLE NIÑOS HÉROES, SIN NÚMERO, LOCALIDAD VETAS DE FRANCO, SILAO, GUANAJUATO, 36281"
7,2710C1,SILAO,"CALLE NIÑOS HÉROES, SIN NÚMERO, LOCALIDAD VETAS DE FRANCO, SILAO, GUANAJUATO, 36281"
7,2710C2,SILAO,"CALLE NIÑOS HÉROES, SIN NÚMERO, LOCALIDAD VETAS DE FRANCO, SILAO, GUANAJUATO, 36281"
7,2710C3,SILAO,"CALLE NIÑOS HÉROES, SIN NÚMERO, LOCALIDAD VETAS DE FRANCO, SILAO, GUANAJUATO, 36281"
7,2711B1,SILAO,"CALLE JUÁREZ, SIN NÚMERO, LOCALIDAD CERRITOS, SILAO, GUANAJUATO, 36270"
7,2712B1,SILAO,"CALLE BENITO JUÁREZ, SIN NÚMERO, LOCALIDAD LOS RODRÍGUEZ, SILAO, GUANAJUATO, 36270"
7,2712C1,SILAO,"CALLE BENITO JUÁREZ, SIN NÚMERO, LOCALIDAD LOS RODRÍGUEZ, SILAO, GUANAJUATO, 36270"
7,2712C2,SILAO,"CALLE BENITO JUÁREZ, SIN NÚMERO, LOCALIDAD LOS RODRÍGUEZ, SILAO, GUANAJUATO, 36270"
7,2713B1,SILAO,"CALLEJÓN ESTRELLA, SIN NÚMERO, LOCALIDAD SAN MARCOS, SILAO, GUANAJUATO, 36293"
7,2714B1,SILAO,"CALZADA NIÑOS HÉROES, SIN NÚMERO, LOCALIDAD MENORES, SILAO,  GUANAJUATO, 36294"
7,2714C1,SILAO,"CALZADA NIÑOS HÉROES, SIN NÚMERO, LOCALIDAD MENORES, SILAO,  GUANAJUATO, 36294"
7,2715B1,SILAO,"CALLE IGNACIO ZARAGOZA, SIN NÚMERO, COLONIA PRIMERO DE MAYO, SILAO, GUANAJUATO, 36280"
7,2715C1,SILAO,"CALLE IGNACIO ZARAGOZA, SIN NÚMERO, COLONIA PRIMERO DE MAYO, SILAO, GUANAJUATO, 36280"
7,2716B1,SILAO,"CALLE HIDALGO, SIN NÚMERO, LOCALIDAD GUADALUPE DE RAMALES, SILAO, GUANAJUATO, 36280"
7,2716C1,SILAO,"CALLE HIDALGO, SIN NÚMERO, LOCALIDAD GUADALUPE DE RAMALES, SILAO, GUANAJUATO, 36280"
7,2717B1,SILAO,"CALLE MIGUEL ALEMÁN, 20, LOCALIDAD LA ALDEA, SILAO, GUANAJUATO, 36280"
7,2717C1,SILAO,"CALLE MIGUEL ALEMÁN, 20, LOCALIDAD LA ALDEA, SILAO, GUANAJUATO, 36280"
7,2717C2,SILAO,"CALLE MIGUEL ALEMÁN, 20, LOCALIDAD LA ALDEA, SILAO, GUANAJUATO, 36280"
7,2717C3,SILAO,"CALLE MIGUEL ALEMÁN, 20, LOCALIDAD LA ALDEA, SILAO, GUANAJUATO, 36280"
7,2718B1,SILAO,"CALLE LEONA VICARIO, 12, LOCALIDAD LA ALDEA, SILAO, GUANAJUATO, 36280"
7,2718C1,SILAO,"CALLE LEONA VICARIO, 12, LOCALIDAD LA ALDEA, SILAO, GUANAJUATO, 36280"
7,2719B1,SILAO,"CALLE CÁNDIDO NAVARRO, 10, LOCALIDAD LA  ALDEA, SILAO, GUANAJUATO, 36280"
7,2719C1,SILAO,"CALLE PRIVADA PRIMERA OBREGÓN, 15, LOCALIDAD LA ALDEA, SILAO, GUANAJUATO, 36280"
7,2719C2,SILAO,"CALLE PRIVADA PRIMERA OBREGÓN, 15, LOCALIDAD LA ALDEA, SILAO, GUANAJUATO, 36280"
7,2720B1,SILAO,"CALLE LA PALMA , SIN NÚMERO, LOCALIDAD SAN JOSÉ DE GRACIA, SILAO, GUANAJUATO, 36280"
7,2720C1,SILAO,"CALLE LA PALMA , SIN NÚMERO, LOCALIDAD SAN JOSÉ DE GRACIA, SILAO, GUANAJUATO, 36280"
7,2720C2,SILAO,"CALLE LA PALMA , SIN NÚMERO, LOCALIDAD SAN JOSÉ DE GRACIA, SILAO, GUANAJUATO, 36280"
7,2721B1,SILAO,"CALLE SIN NOMBRE, SIN NÚMERO, LOCALIDAD SAN IGNACIO, SILAO, GUANAJUATO, 36280"
7,2721E1,SILAO,"CALLE SIN NOMBRE, SIN NÚMERO, LOCALIDAD REFUGIO DE OCAMPO, SILAO, GUANAJUATO, 36280"
7,2721E2,SILAO,"CALLE LÓPEZ PORTILLO, SIN NÚMERO, LOCALIDAD EL NUEVO REFUGIO, SILAO, GUANAJUATO, 36270"
7,2722B1,SILAO,"AVENIDA DEL TRABAJO, 1, LOCALIDAD EL  ESPEJO, SILAO, GUANAJUATO, 36280"
7,2722C1,SILAO,"AVENIDA DEL TRABAJO, 1, LOCALIDAD EL  ESPEJO, SILAO, GUANAJUATO, 36280"
7,2723B1,SILAO,"CALLE 20 DE NOVIEMBRE, SIN NÚMERO, LOCALIDAD SAN ANDRÉS DE LA BARAÑA, SILAO, GUANAJUATO, 36294"
7,2724B1,SILAO,"CALLE SIN NOMBRE, SIN NÚMERO, LOCALIDAD SAN DIEGO, SILAO,  GUANAJUATO, 36296"
7,2724C1,SILAO,"CALLE SIN NOMBRE, SIN NÚMERO, LOCALIDAD SAN DIEGO, SILAO,  GUANAJUATO, 36296"
7,2725B1,SILAO,"CALLE PRINCIPAL, SIN NÚMERO, LOCALIDAD  MEDRANOS, SILAO, GUANAJUATO, 36280"
7,2725C1,SILAO,"CALLE PRINCIPAL, SIN NÚMERO, LOCALIDAD  MEDRANOS, SILAO, GUANAJUATO, 36280"
7,2725C2,SILAO,"CALLE PRINCIPAL, SIN NÚMERO, LOCALIDAD  MEDRANOS, SILAO, GUANAJUATO, 36280"
7,2725C3,SILAO,"CALLE PRINCIPAL, SIN NÚMERO, LOCALIDAD  MEDRANOS, SILAO, GUANAJUATO, 36280"
7,2726B1,SILAO,"CALLE JUÁREZ, SIN NÚMERO, LOCALIDAD SAN FRANCISCO PUERTA GRANDE, SILAO, GUANAJUATO, 36284"
7,2726C1,SILAO,"CALLE JUÁREZ, SIN NÚMERO, LOCALIDAD SAN FRANCISCO PUERTA GRANDE, SILAO, GUANAJUATO, 36284"
7,2726E1,SILAO,"CALLE NACIONES UNIDAS, SIN NÚMERO, LOCALIDAD MARAVILLAS, SILAO, GUANAJUATO, 36285"
7,2727B1,SILAO,"CALLE JUÁREZ, SIN NÚMERO, LOCALIDAD MEDIO SITIO, SILAO, GUANAJUATO, 36280"
7,2727C1,SILAO,"CALLE JUÁREZ, SIN NÚMERO, LOCALIDAD MEDIO SITIO, SILAO, GUANAJUATO, 36280"
7,2727C2,SILAO,"CALLE JUÁREZ, SIN NÚMERO, LOCALIDAD MEDIO SITIO, SILAO, GUANAJUATO, 36280"
7,2728B1,SILAO,"CALLE FLORES MAGÓN, SIN NÚMERO, LOCALIDAD UNIÓN DE SAN DIEGO, SILAO, GUANAJUATO, 36580"
7,2728C1,SILAO,"CALLE FLORES MAGÓN, SIN NÚMERO, LOCALIDAD UNIÓN DE SAN DIEGO, SILAO, GUANAJUATO, 36580"
7,2729B1,SILAO,"CALLE GALEANA, SIN NÚMERO, LOCALIDAD LAS TROJES, SILAO, GUANAJUATO, 36280"
7,2730B1,SILAO,"CALLE LUCIO CABAÑAS, SIN NÚMERO, LOCALIDAD TREJO, SILAO, GUANAJUATO, 36280"
7,2730C1,SILAO,"CALLE LUCIO CABAÑAS, SIN NÚMERO, LOCALIDAD TREJO, SILAO, GUANAJUATO, 36280"
7,2731B1,SILAO,"CALLE FRANCISCO I. MADERO, SIN NÚMERO, LOCALIDAD SANTA ANITA, SILAO, GUANAJUATO, 36280"
8,2026B1,PUEBLO NUEVO,"CALLE CARRILLO PUERTO, SIN NÚMERO, FRACCIONAMIENTO LA QUINTA, PUEBLO NUEVO, GUANAJUATO,36890"
8,2026C1,PUEBLO NUEVO,"CALLE CARRILLO PUERTO, SIN NÚMERO, FRACCIONAMIENTO LA QUINTA, PUEBLO NUEVO, GUANAJUATO,36890"
8,2026C2,PUEBLO NUEVO,"CALLE CARRILLO PUERTO, SIN NÚMERO, FRACCIONAMIENTO LA QUINTA, PUEBLO NUEVO, GUANAJUATO,36890"
8,2027B1,PUEBLO NUEVO,"CALLE FRANCISCO I MADERO, 316, ZONA CENTRO, PUEBLO NUEVO, GUANAJUATO,  36890"
8,2027C1,PUEBLO NUEVO,"CALLE FRANCISCO I MADERO, 316, ZONA CENTRO, PUEBLO NUEVO, GUANAJUATO,  36890"
8,2028B1,PUEBLO NUEVO,"CALLE FRANCISCO I MADERO, 113, ZONA CENTRO, PUEBLO NUEVO, GUANAJUATO, 36890"
8,2028C1,PUEBLO NUEVO,"CALLE FRANCISCO I MADERO, 113, ZONA CENTRO, PUEBLO NUEVO, GUANAJUATO, 36890"
8,2029B1,PUEBLO NUEVO,"CALLE MIGUEL HIDALGO, SIN NÚMERO, LOCALIDAD CONGREGACIÓN DE YÓSTIRO, PUEBLO NUEVO, GUANAJUATO, 36890"
8,2029C1,PUEBLO NUEVO,"CALLE MIGUEL HIDALGO, SIN NÚMERO, LOCALIDAD CONGREGACIÓN DE YÓSTIRO, PUEBLO NUEVO, GUANAJUATO, 36890"
8,2029C2,PUEBLO NUEVO,"CALLE MIGUEL HIDALGO, SIN NÚMERO, LOCALIDAD CONGREGACIÓN DE YÓSTIRO, PUEBLO NUEVO, GUANAJUATO, 36890"
8,2030B1,PUEBLO NUEVO,"CALLE REFORMA, 106, LOCALIDAD PROGRESO DE LA UNIÓN, PUEBLO NUEVO, GUANAJUATO, 36890"
8,2030C1,PUEBLO NUEVO,"CALLE REFORMA, 106, LOCALIDAD PROGRESO DE LA UNIÓN, PUEBLO NUEVO, GUANAJUATO, 36890"
8,2031B1,PUEBLO NUEVO,"CALLE FAJA DE ORO, SIN NÚMERO, LOCALIDAD EL DURAZNO DE FONSECA, PUEBLO NUEVO, GUANAJUATO, 36890"
8,2031C1,PUEBLO NUEVO,"CALLE FAJA DE ORO, SIN NÚMERO, LOCALIDAD EL DURAZNO DE FONSECA, PUEBLO NUEVO, GUANAJUATO, 36890"
8,2032B1,PUEBLO NUEVO,"CALLE DOMICILIO CONOCIDO, SIN NÚMERO, LOCALIDAD EXHACIENDA DE ALONSO, PUEBLO NUEVO, GUANAJUATO, 36890"
8,2032C1,PUEBLO NUEVO,"CALLE DOMICILIO CONOCIDO, SIN NÚMERO, LOCALIDAD EXHACIENDA DE ALONSO, PUEBLO NUEVO, GUANAJUATO, 36890"
8,2033B1,PUEBLO NUEVO,"CALLE MORELOS, 100, LOCALIDAD GUADALUPE DEL MONTE, PUEBLO NUEVO, GUANAJUATO, 36890"
8,2109B1,SALAMANCA,"CALLE EMILIANO ZAPATA, 401, COLONIA LÁZARO CÁRDENAS, SALAMANCA,  GUANAJUATO, 36723"
8,2109C1,SALAMANCA,"CALLE EMILIANO ZAPATA, 401, COLONIA LÁZARO CÁRDENAS, SALAMANCA,  GUANAJUATO, 36723"
8,2109C2,SALAMANCA,"CALLE EMILIANO ZAPATA, 401, COLONIA LÁZARO CÁRDENAS, SALAMANCA,  GUANAJUATO, 36723"
8,2110B1,SALAMANCA,"AVENIDA LAS FLORES, 100, FRACCIONAMIENTO PRADERAS DEL SOL, SALAMANCA, GUANAJUATO, 36720"
8,2110C1,SALAMANCA,"AVENIDA LAS FLORES, 100, FRACCIONAMIENTO PRADERAS DEL SOL, SALAMANCA, GUANAJUATO, 36720"
8,2110C2,SALAMANCA,"AVENIDA LAS FLORES, 100, FRACCIONAMIENTO PRADERAS DEL SOL, SALAMANCA, GUANAJUATO, 36720"
8,2110C3,SALAMANCA,"AVENIDA LAS FLORES, 100, FRACCIONAMIENTO PRADERAS DEL SOL, SALAMANCA, GUANAJUATO, 36720"
8,2110C4,SALAMANCA,"AVENIDA LAS FLORES, 100, FRACCIONAMIENTO PRADERAS DEL SOL, SALAMANCA, GUANAJUATO, 36720"
8,2111B1,SALAMANCA,"CALLE MONTE ATHOS, 203, UNIDAD HABITACIONAL INFONAVIT 3, SALAMANCA, GUANAJUATO, 36720"
8,2111C1,SALAMANCA,"CALLE MONTE ATHOS, 203, UNIDAD HABITACIONAL INFONAVIT 3, SALAMANCA, GUANAJUATO, 36720"
8,2111C2,SALAMANCA,"CALLE MONTE ATHOS, 203, UNIDAD HABITACIONAL INFONAVIT 3, SALAMANCA, GUANAJUATO, 36720"
8,2111C3,SALAMANCA,"CALLE MONTE ATHOS, 203, UNIDAD HABITACIONAL INFONAVIT 3, SALAMANCA, GUANAJUATO, 36720"
8,2112B1,SALAMANCA,"AVENIDA LAS LOMAS, 112, FRACCIONAMIENTO LAS REYNAS, SALAMANCA, GUANAJUATO, 36720"
8,2112C1,SALAMANCA,"AVENIDA LAS LOMAS, 103, FRACCIONAMIENTO LAS REYNAS, SALAMANCA, GUANAJUATO, 36720"
8,2112C2,SALAMANCA,"AVENIDA LAS LOMAS, 108, FRACCIONAMIENTO LAS REYNAS, SALAMANCA, GUANAJUATO, 36720"
8,2113B1,SALAMANCA,"CALLE PASEO DE LOS FUNDADORES, 101, UNIDAD HABITACIONAL HUMANISTA 2, SALAMANCA, GUANAJUATO, 36720"
8,2114B1,SALAMANCA,"AVENIDA PASEO DE LOS PRADOS, SIN NÚMERO, FRACCIONAMIENTO LAS REYNAS, SALAMANCA, GUANAJUATO, 36720"
8,2114C1,SALAMANCA,"AVENIDA PASEO DE LOS PRADOS, SIN NÚMERO, FRACCIONAMIENTO LAS REYNAS, SALAMANCA, GUANAJUATO, 36720"
8,2115B1,SALAMANCA,"BOULEVARD LAS REYNAS, 100, FRACCIONAMIENTO LAS REYNAS, SALAMANCA, GUANAJUATO, 36720"
8,2116B1,SALAMANCA,"CALLE TENIXTEPEC, 404, COLONIA  BELLAVISTA, SALAMANCA, GUANAJUATO, 36730"
8,2117B1,SALAMANCA,"CALLE NETZAHUALCÓYOTL, 106, FRACCIONAMIENTO AZTLÁN, SALAMANCA, GUANAJUATO, 36720"
8,2117C1,SALAMANCA,"CALLE NETZAHUALCÓYOTL, 104, FRACCIONAMIENTO AZTLÁN, SALAMANCA, GUANAJUATO, 36720"
8,2118B1,SALAMANCA,"CALLE 3, NÚMERO, 46, COLONIA, AMPLIACIÓN BELLAVISTA, SALAMANCA, GUANAJUATO, 36732"
8,2118C1,SALAMANCA,"CALLE 3, NÚMERO, 45, COLONIA, AMPLIACIÓN BELLAVISTA, SALAMANCA, GUANAJUATO, 36732"
8,2119B1,SALAMANCA,"CALLE 4, NÚMERO, 6, COLONIA AMPLIACIÓN BELLAVISTA, SALAMANCA, GUANAJUATO, 36732"
8,2120B1,SALAMANCA,"CALLE FRANCITA, 376, COLONIA BELLAVISTA, SALAMANCA, GUANAJUATO, 36730"
8,2120C1,SALAMANCA,"CALLE FRANCITA, 513, COLONIA BELLAVISTA, SALAMANCA, GUANAJUATO, 36730"
8,2121B1,SALAMANCA,"CALLE LEONA VICARIO, SIN NÚMERO, COLONIA EL DURAZNO, SALAMANCA, GUANAJUATO, 36748"
8,2121C1,SALAMANCA,"CALLE LEONA VICARIO, SIN NÚMERO, COLONIA EL DURAZNO, SALAMANCA, GUANAJUATO, 36748"
8,2121C2,SALAMANCA,"CALLE LEONA VICARIO, SIN NÚMERO, COLONIA EL DURAZNO, SALAMANCA, GUANAJUATO, 36748"
8,2121C3,SALAMANCA,"CALLE LEONA VICARIO, SIN NÚMERO, COLONIA EL DURAZNO, SALAMANCA, GUANAJUATO, 36748"
8,2121C4,SALAMANCA,"CALLE LEONA VICARIO, SIN NÚMERO, COLONIA EL DURAZNO, SALAMANCA, GUANAJUATO, 36748"
8,2122B1,SALAMANCA,"CALLE AGUA DULCE, 1000, COLONIA BELLAVISTA, SALAMANCA, GUANAJUATO, 36730"
8,2123B1,SALAMANCA,"CALLE POZA RICA, 407, COLONIA BELLAVISTA, SALAMANCA, GUANAJUATO, 36730"
8,2123C1,SALAMANCA,"CALLE POZA RICA, 406, COLONIA BELLAVISTA, SALAMANCA, GUANAJUATO, 36730"
8,2124B1,SALAMANCA,"CALLE REYNOSA, 921, COLONIA BELLAVISTA, SALAMANCA, GUANAJUATO, 36730"
8,2125B1,SALAMANCA,"CALLE ÁRBOL GRANDE, SIN NÚMERO, COLONIA BELLAVISTA, SALAMANCA, GUANAJUATO, 36730"
8,2125C1,SALAMANCA,"CALLE ÁRBOL GRANDE, SIN NÚMERO, COLONIA BELLAVISTA, SALAMANCA, GUANAJUATO, 36730"
8,2126B1,SALAMANCA,"CALLE ALTAMIRA, 202, COLONIA BELLAVISTA, SALAMANCA, GUANAJUATO, 36730"
8,2127B1,SALAMANCA,"AVENIDA FAJA DE ORO PONIENTE, 722, BARRIO SAN JUAN CHIHUAHUA, SALAMANCA, GUANAJUATO, 36744"
8,2127C1,SALAMANCA,"AVENIDA FAJA DE ORO PONIENTE, 722, BARRIO SAN JUAN CHIHUAHUA, SALAMANCA, GUANAJUATO, 36744"
8,2128B1,SALAMANCA,"CALLE TAMPICO, 904, COLONIA BELLAVISTA, SALAMANCA, GUANAJUATO, 36730"
8,2129B1,SALAMANCA,"CALLE HÉROES DE NACOZARI, 102, COLONIA OBRERA, SALAMANCA, GUANAJUATO, 36750"
8,2129C1,SALAMANCA,"CALLE HÉROES DE NACOZARI, 102, COLONIA OBRERA, SALAMANCA, GUANAJUATO, 36750"
8,2130B1,SALAMANCA,"CALLE NARANJOS, 101, COLONIA BELLAVISTA, SALAMANCA, GUANAJUATO,  36730"
8,2131B1,SALAMANCA,"CALLE EL FUERTE, 215, FRACCIONAMIENTO VILLARREAL, SALAMANCA, GUANAJUATO, 36740"
8,2131C1,SALAMANCA,"CALLE EL FUERTE, 215, FRACCIONAMIENTO VILLARREAL, SALAMANCA, GUANAJUATO, 36740"
8,2132B1,SALAMANCA,"AVENIDA FAJA DE ORO, 1206, COLONIA EL DURAZNO, SALAMANCA, GUANAJUATO, 36748"
8,2132C1,SALAMANCA,"AVENIDA FAJA DE ORO, 1206, COLONIA EL DURAZNO, SALAMANCA, GUANAJUATO, 36748"
8,2133B1,SALAMANCA,"CALLE PIRUL, 200, FRACCIONAMIENTO VILLARREAL, SALAMANCA, GUANAJUATO, 36740"
8,2133C1,SALAMANCA,"CALLE PIRUL, 200, FRACCIONAMIENTO VILLARREAL, SALAMANCA, GUANAJUATO, 36740"
8,2134B1,SALAMANCA,"CALLE RUBÉN DARÍO, SIN NÚMERO, COLONIA SAN PEDRO, SALAMANCA, GUANAJUATO, 36765"
8,2134C1,SALAMANCA,"CALLE RUBÉN DARÍO, SIN NÚMERO, COLONIA SAN PEDRO, SALAMANCA, GUANAJUATO, 36765"
8,2134C2,SALAMANCA,"CALLE RUBÉN DARÍO, SIN NÚMERO, COLONIA SAN PEDRO, SALAMANCA, GUANAJUATO, 36765"
8,2134C3,SALAMANCA,"CALLE RUBÉN DARÍO, SIN NÚMERO, COLONIA SAN PEDRO, SALAMANCA, GUANAJUATO, 36765"
8,2135B1,SALAMANCA,"PRIVADA RAFAEL CAMPUZANO, 123, COLONIA SAN GONZALO, SALAMANCA, GUANAJUATO, 36740"
8,2135C1,SALAMANCA,"PRIVADA RAFAEL CAMPUZANO, 123, COLONIA, SAN GONZALO, SALAMANCA, GUANAJUATO, 36740"
8,2136B1,SALAMANCA,"CALLE FELIPE ÁNGELES ESQUINA CON RAFAEL CAMPUZANO, SIN NÚMERO, COLONIA SAN GONZALO, SALAMANCA, GUANAJUATO, 36740"
8,2136C1,SALAMANCA,"CALLE FELIPE ÁNGELES ESQUINA CON RAFAEL CAMPUZANO, SIN NÚMERO, COLONIA SAN GONZALO, SALAMANCA, GUANAJUATO, 36740"
8,2137B1,SALAMANCA,"CALLE 5 DE MAYO, 809, ZONA CENTRO, SALAMANCA, GUANAJUATO, 36700"
8,2138B1,SALAMANCA,"CALLE LÁZARO CÁRDENAS, 300, ESQUINA CON ALBINO GARCÍA, ZONA CENTRO, SALAMANCA, GUANAJUATO, 36700"
8,2139B1,SALAMANCA,"CALLE EMILIO CARRANZA, 425, ZONA CENTRO, SALAMANCA, GUANAJUATO, 36700"
8,2139C1,SALAMANCA,"CALLE EMILIO CARRANZA, 425, ZONA CENTRO, SALAMANCA, GUANAJUATO, 36700"
8,2140B1,SALAMANCA,"AVENIDA FAJA DE ORO, 736, COLONIA TAMAULIPAS, SALAMANCA, GUANAJUATO, 36759"
8,2140C1,SALAMANCA,"AVENIDA FAJA DE ORO, 736, COLONIA TAMAULIPAS, SALAMANCA, GUANAJUATO, 36759"
8,2141B1,SALAMANCA,"CALLE PRIVADA HÉROES DE CANANEA, 118, AMPLIACIÓN LA OBRERA, SALAMANCA, GUANAJUATO, 36750"
